time_index,year,week,day,inc,inc_low,inc_up,inc100,inc100_low,inc100_up
941,2002,45,NA,19304,8475,30133,32,14,50
942,2002,46,NA,12753,5779,19727,21,9,33
943,2002,47,NA,16449,9214,23684,28,16,40
944,2002,48,NA,19799,12868,26730,33,21,45
945,2002,49,NA,24656,16900,32412,41,28,54
946,2002,50,NA,35221,26217,44225,59,44,74
947,2002,51,NA,47629,36912,58346,80,62,98
948,2002,52,NA,47016,33692,60340,79,57,101
949,2003,1,NA,31228,19202,43254,52,32,72
950,2003,2,NA,31447,21706,41188,53,37,69
951,2003,3,NA,50983,38264,63702,85,64,106
952,2003,4,NA,95356,76211,114501,159,127,191
953,2003,5,NA,151864,125877,177851,254,211,297
954,2003,6,NA,206955,177973,235937,346,298,394
955,2003,7,NA,237104,207851,266357,396,347,445
956,2003,8,NA,222638,194269,251007,372,325,419
957,2003,9,NA,177255,151800,202710,296,253,339
958,2003,10,NA,121516,104361,138671,203,174,232
959,2003,11,NA,99729,83353,116105,167,140,194
960,2003,12,NA,88582,73568,103596,148,123,173
961,2003,13,NA,70335,56370,84300,118,95,141
962,2003,14,NA,70084,55374,84794,117,92,142
963,2003,15,NA,69269,55778,82760,116,93,139
964,2003,16,NA,50759,39835,61683,85,67,103
965,2003,17,NA,46253,36234,56272,77,60,94
966,2003,18,NA,12268,6392,18144,20,10,30
967,2003,19,NA,8325,3777,12873,14,6,22
968,2003,20,NA,7554,3748,11360,13,7,19
969,2003,21,NA,5563,2465,8661,9,4,14
970,2003,22,NA,2573,158,4988,4,0,8
971,2003,23,NA,4821,1479,8163,8,2,14
972,2003,24,NA,8429,0,19483,14,0,32
973,2003,25,NA,2602,0,5228,4,0,8
974,2003,26,NA,5333,2138,8528,9,4,14
975,2003,27,NA,2293,0,4605,4,0,8
976,2003,28,NA,3975,609,7341,7,1,13
977,2003,29,NA,6801,450,13152,11,0,22
978,2003,30,NA,3183,28,6338,5,0,10
979,2003,31,NA,5164,0,10601,9,0,18
980,2003,32,NA,1619,0,4072,3,0,7
981,2003,33,NA,1504,0,3921,3,0,7
982,2003,34,NA,2194,0,4889,4,0,9
983,2003,35,NA,1504,0,3349,3,0,6
984,2003,36,NA,10951,3732,18170,18,6,30
985,2003,37,NA,14735,7495,21975,25,13,37
986,2003,38,NA,14811,8777,20845,25,15,35
987,2003,39,NA,26592,18927,34257,44,31,57
988,2003,40,NA,30862,19484,42240,52,33,71
989,2003,41,NA,29579,21478,37680,49,35,63
990,2003,42,NA,39010,28885,49135,65,48,82
991,2003,43,NA,45834,36611,55057,77,62,92
992,2003,44,NA,54703,43193,66213,91,72,110
993,2003,45,NA,95565,80900,110230,160,135,185
994,2003,46,NA,146101,126840,165362,244,212,276
995,2003,47,NA,332927,305972,359882,556,511,601
996,2003,48,NA,514668,485364,543972,860,811,909
997,2003,49,NA,555492,524706,586278,928,877,979
998,2003,50,NA,522427,491781,553073,873,822,924
999,2003,51,NA,445464,389214,501714,744,650,838
1000,2003,52,NA,72239,5520,138958,121,10,232
1001,2004,1,NA,109116,84565,133667,181,140,222
1002,2004,2,NA,95234,81407,109061,158,135,181
1003,2004,3,NA,60482,50389,70575,100,83,117
1004,2004,4,NA,44571,35266,53876,74,59,89
1005,2004,5,NA,35110,25869,44351,58,43,73
1006,2004,6,NA,27452,19505,35399,46,33,59
1007,2004,7,NA,25484,17228,33740,42,28,56
1008,2004,8,NA,17738,11055,24421,29,18,40
1009,2004,9,NA,12618,7283,17953,21,12,30
1010,2004,10,NA,22531,14164,30898,37,23,51
1011,2004,11,NA,13964,7879,20049,23,13,33
1012,2004,12,NA,12482,6899,18065,21,12,30
1013,2004,13,NA,8316,4067,12565,14,7,21
1014,2004,14,NA,15657,8888,22426,26,15,37
1015,2004,15,NA,8272,3655,12889,14,6,22
1016,2004,16,NA,5265,1359,9171,9,3,15
1017,2004,17,NA,3647,523,6771,6,1,11
1018,2004,18,NA,5108,1830,8386,8,3,13
1019,2004,19,NA,7235,3101,11369,12,5,19
1020,2004,20,NA,7885,3454,12316,13,6,20
1021,2004,21,NA,8073,3588,12558,13,6,20
1022,2004,22,NA,8077,3482,12672,13,5,21
1023,2004,23,NA,9792,807,18777,16,1,31
1024,2004,24,NA,6737,2394,11080,11,4,18
1025,2004,25,NA,3275,508,6042,5,0,10
1026,2004,26,NA,7113,0,14709,12,0,25
1027,2004,27,NA,7486,3040,11932,12,5,19
1028,2004,28,NA,6358,2224,10492,11,4,18
1029,2004,29,NA,5164,1162,9166,9,2,16
1030,2004,30,NA,3557,642,6472,6,1,11
1031,2004,31,NA,2949,20,5878,5,0,10
1032,2004,32,NA,3496,0,8181,6,0,14
1033,2004,33,NA,1697,0,4046,3,0,7
1034,2004,34,NA,4501,610,8392,7,1,13
1035,2004,35,NA,4408,775,8041,7,1,13
1036,2004,36,NA,7753,3596,11910,13,6,20
1037,2004,37,NA,9103,4768,13438,15,8,22
1038,2004,38,NA,17483,9417,25549,29,16,42
1039,2004,39,NA,22680,13222,32138,38,22,54
1040,2004,40,NA,25639,17291,33987,43,29,57
1041,2004,41,NA,15852,9789,21915,26,16,36
1042,2004,42,NA,20480,13909,27051,34,23,45
1043,2004,43,NA,16780,10545,23015,28,18,38
1044,2004,44,NA,23166,14852,31480,38,24,52
1045,2004,45,NA,15658,9703,21613,26,16,36
1046,2004,46,NA,13934,8335,19533,23,14,32
1047,2004,47,NA,21148,13386,28910,35,22,48
1048,2004,48,NA,30522,21236,39808,51,36,66
1049,2004,49,NA,27092,17910,36274,45,30,60
1050,2004,50,NA,42358,31865,52851,70,53,87
1051,2004,51,NA,46209,36017,56401,77,60,94
1052,2004,52,NA,32687,24316,41058,54,40,68
1053,2004,53,NA,40695,31926,49464,68,53,83
1054,2005,1,NA,55801,45339,66263,92,75,109
1055,2005,2,NA,88853,75576,102130,147,125,169
1056,2005,3,NA,154208,137061,171355,255,227,283
1057,2005,4,NA,316856,292011,341701,523,482,564
1058,2005,5,NA,568285,534912,601658,938,883,993
1059,2005,6,NA,568610,536207,601013,939,885,993
1060,2005,7,NA,459444,430026,488862,759,710,808
1061,2005,8,NA,277423,254825,300021,458,421,495
1062,2005,9,NA,251784,229464,274104,416,379,453
1063,2005,10,NA,222526,199990,245062,367,330,404
1064,2005,11,NA,183032,161407,204657,302,266,338
1065,2005,12,NA,90040,75374,104706,149,125,173
1066,2005,13,NA,42971,33053,52889,71,55,87
1067,2005,14,NA,21988,14834,29142,36,24,48
1068,2005,15,NA,14881,9018,20744,25,15,35
1069,2005,16,NA,9741,5344,14138,16,9,23
1070,2005,17,NA,7166,3530,10802,12,6,18
1071,2005,18,NA,2755,388,5122,5,1,9
1072,2005,19,NA,7638,3346,11930,13,6,20
1073,2005,20,NA,7841,3611,12071,13,6,20
1074,2005,21,NA,4284,474,8094,7,1,13
1075,2005,22,NA,3935,1031,6839,6,1,11
1076,2005,23,NA,5246,1722,8770,9,3,15
1077,2005,24,NA,5892,2029,9755,10,4,16
1078,2005,25,NA,2354,0,4747,4,0,8
1079,2005,26,NA,4720,1385,8055,8,2,14
1080,2005,27,NA,2305,0,4713,4,0,8
1081,2005,28,NA,1988,96,3880,3,0,6
1082,2005,29,NA,3965,739,7191,7,2,12
1083,2005,30,NA,2203,0,5072,4,0,9
1084,2005,31,NA,3767,0,10955,6,0,18
1085,2005,32,NA,1572,0,3690,3,0,6
1086,2005,33,NA,2815,0,6252,5,0,11
1087,2005,34,NA,5281,539,10023,9,1,17
1088,2005,35,NA,2448,0,4987,4,0,8
1089,2005,36,NA,7082,2806,11358,12,5,19
1090,2005,37,NA,10347,5384,15310,17,9,25
1091,2005,38,NA,21881,13979,29783,36,23,49
1092,2005,39,NA,23994,15381,32607,40,26,54
1093,2005,40,NA,26647,18088,35206,44,30,58
1094,2005,41,NA,26466,18270,34662,44,30,58
1095,2005,42,NA,23653,15209,32097,39,25,53
1096,2005,43,NA,18045,11916,24174,30,20,40
1097,2005,44,NA,20481,13625,27337,34,23,45
1098,2005,45,NA,14609,8709,20509,24,14,34
1099,2005,46,NA,23967,17155,30779,40,29,51
1100,2005,47,NA,26884,19810,33958,44,32,56
1101,2005,48,NA,24860,17839,31881,41,29,53
1102,2005,49,NA,27589,20576,34602,46,34,58
1103,2005,50,NA,36880,28635,45125,61,47,75
1104,2005,51,NA,40344,28397,52291,67,47,87
1105,2005,52,NA,32132,24389,39875,53,40,66
1106,2006,1,NA,34603,26269,42937,57,43,71
1107,2006,2,NA,39211,31418,47004,64,51,77
1108,2006,3,NA,66255,55727,76783,109,92,126
1109,2006,4,NA,104620,90909,118331,171,149,193
1110,2006,5,NA,184928,166901,202955,303,273,333
1111,2006,6,NA,256758,235190,278326,421,386,456
1112,2006,7,NA,243908,221071,266745,400,363,437
1113,2006,8,NA,199088,178830,219346,326,293,359
1114,2006,9,NA,164150,146099,182201,269,239,299
1115,2006,10,NA,124749,109104,140394,204,178,230
1116,2006,11,NA,122437,106388,138486,201,175,227
1117,2006,12,NA,108004,93005,123003,177,152,202
1118,2006,13,NA,77053,63531,90575,126,104,148
1119,2006,14,NA,40321,31022,49620,66,51,81
1120,2006,15,NA,26969,19631,34307,44,32,56
1121,2006,16,NA,22096,15420,28772,36,25,47
1122,2006,17,NA,17762,11802,23722,29,19,39
1123,2006,18,NA,4454,1632,7276,7,2,12
1124,2006,19,NA,5083,2011,8155,8,3,13
1125,2006,20,NA,8859,4754,12964,15,8,22
1126,2006,21,NA,4661,1761,7561,8,3,13
1127,2006,22,NA,5807,2667,8947,10,5,15
1128,2006,23,NA,4532,1489,7575,7,2,12
1129,2006,24,NA,4279,964,7594,7,2,12
1130,2006,25,NA,6259,2072,10446,10,3,17
1131,2006,26,NA,4564,1506,7622,7,2,12
1132,2006,27,NA,1351,0,3031,2,0,5
1133,2006,28,NA,843,0,2245,1,0,3
1134,2006,29,NA,1339,0,3260,2,0,5
1135,2006,30,NA,665,0,1614,1,0,3
1136,2006,31,NA,1773,0,3892,3,0,6
1137,2006,32,NA,0,0,0,0,0,0
1138,2006,33,NA,0,0,0,0,0,0
1139,2006,34,NA,1572,0,3756,3,0,7
1140,2006,35,NA,2170,0,4760,4,0,8
1141,2006,36,NA,1107,0,2346,2,0,4
1142,2006,37,NA,1786,233,3339,3,0,6
1143,2006,38,NA,2532,138,4926,4,0,8
1144,2006,39,NA,8945,4333,13557,15,7,23
1145,2006,40,NA,11950,7132,16768,20,12,28
1146,2006,41,NA,13920,9081,18759,23,15,31
1147,2006,42,NA,16673,8249,25097,27,13,41
1148,2006,43,NA,21157,12483,29831,35,21,49
1149,2006,44,NA,8031,4172,11890,13,7,19
1150,2006,45,NA,12285,7745,16825,20,13,27
1151,2006,46,NA,14032,5590,22474,23,9,37
1152,2006,47,NA,16104,9343,22865,26,15,37
1153,2006,48,NA,16439,11225,21653,27,18,36
1154,2006,49,NA,18773,13164,24382,31,22,40
1155,2006,50,NA,35668,27280,44056,58,44,72
1156,2006,51,NA,62734,50210,75258,103,82,124
1157,2006,52,NA,78190,64191,92189,128,105,151
1158,2007,1,NA,70842,58613,83071,115,95,135
1159,2007,2,NA,82849,69493,96205,135,113,157
1160,2007,3,NA,126161,110596,141726,206,181,231
1161,2007,4,NA,209878,189332,230424,342,309,375
1162,2007,5,NA,375457,346822,404092,612,565,659
1163,2007,6,NA,500016,466668,533364,815,761,869
1164,2007,7,NA,417698,386505,448891,681,630,732
1165,2007,8,NA,316747,284988,348506,516,464,568
1166,2007,9,NA,138901,117018,160784,226,190,262
1167,2007,10,NA,49469,40368,58570,81,66,96
1168,2007,11,NA,30764,23356,38172,50,38,62
1169,2007,12,NA,25433,17717,33149,41,28,54
1170,2007,13,NA,21271,13093,29449,35,22,48
1171,2007,14,NA,11377,6957,15797,19,12,26
1172,2007,15,NA,4757,717,8797,8,1,15
1173,2007,16,NA,3817,1438,6196,6,2,10
1174,2007,17,NA,4705,1736,7674,8,3,13
1175,2007,18,NA,2232,348,4116,4,1,7
1176,2007,19,NA,3012,703,5321,5,1,9
1177,2007,20,NA,6400,2685,10115,10,4,16
1178,2007,21,NA,4319,1659,6979,7,3,11
1179,2007,22,NA,7689,4224,11154,13,7,19
1180,2007,23,NA,5343,2164,8522,9,4,14
1181,2007,24,NA,2854,481,5227,5,1,9
1182,2007,25,NA,3699,0,7778,6,0,13
1183,2007,26,NA,157,0,513,0,0,1
1184,2007,27,NA,1453,0,3382,2,0,5
1185,2007,28,NA,1459,0,3467,2,0,5
1186,2007,29,NA,3406,240,6572,6,1,11
1187,2007,30,NA,2158,0,4583,4,0,8
1188,2007,31,NA,1965,0,4461,3,0,7
1189,2007,32,NA,132,0,688,0,0,1
1190,2007,33,NA,4189,360,8018,7,1,13
1191,2007,34,NA,3353,654,6052,5,1,9
1192,2007,35,NA,1177,0,2872,2,0,5
1193,2007,36,NA,1100,0,2424,2,0,4
1194,2007,37,NA,1449,300,2598,2,0,4
1195,2007,38,NA,4769,837,8701,8,2,14
1196,2007,39,NA,15985,7519,24451,26,12,40
1197,2007,40,NA,13517,2983,24051,22,5,39
1198,2007,41,NA,12987,8464,17510,21,14,28
1199,2007,42,NA,20197,13955,26439,33,23,43
1200,2007,43,NA,16212,10778,21646,26,17,35
1201,2007,44,NA,13904,9072,18736,23,15,31
1202,2007,45,NA,15521,10195,20847,25,16,34
1203,2007,46,NA,18204,12267,24141,30,20,40
1204,2007,47,NA,30716,23351,38081,50,38,62
1205,2007,48,NA,48174,35418,60930,79,58,100
1206,2007,49,NA,38351,26177,50525,63,43,83
1207,2007,50,NA,45366,36923,53809,74,60,88
1208,2007,51,NA,61954,51764,72144,101,84,118
1209,2007,52,NA,86742,72295,101189,141,117,165
1210,2008,1,NA,102562,88547,116577,167,144,190
1211,2008,2,NA,160872,145311,176433,262,237,287
1212,2008,3,NA,260268,233385,287151,424,380,468
1213,2008,4,NA,290196,268193,312199,473,437,509
1214,2008,5,NA,344050,320436,367664,561,523,599
1215,2008,6,NA,377097,350714,403480,615,572,658
1216,2008,7,NA,286498,264535,308461,467,431,503
1217,2008,8,NA,198688,180749,216627,324,295,353
1218,2008,9,NA,119696,104205,135187,195,170,220
1219,2008,10,NA,90342,75729,104955,147,123,171
1220,2008,11,NA,62014,50430,73598,101,82,120
1221,2008,12,NA,53169,43299,63039,87,71,103
1222,2008,13,NA,38600,29300,47900,63,48,78
1223,2008,14,NA,45610,27907,63313,74,45,103
1224,2008,15,NA,22871,16253,29489,37,26,48
1225,2008,16,NA,11876,7054,16698,19,11,27
1226,2008,17,NA,10150,5835,14465,17,10,24
1227,2008,18,NA,5315,1770,8860,9,3,15
1228,2008,19,NA,5173,1485,8861,8,2,14
1229,2008,20,NA,6452,2790,10114,11,5,17
1230,2008,21,NA,3642,925,6359,6,2,10
1231,2008,22,NA,1792,451,3133,3,1,5
1232,2008,23,NA,2906,1006,4806,5,2,8
1233,2008,24,NA,3217,823,5611,5,1,9
1234,2008,25,NA,2006,360,3652,3,0,6
1235,2008,26,NA,897,0,2062,1,0,3
1236,2008,27,NA,2862,474,5250,5,1,9
1237,2008,28,NA,3257,208,6306,5,0,10
1238,2008,29,NA,2055,0,4225,3,0,7
1239,2008,30,NA,3821,643,6999,6,1,11
1240,2008,31,NA,3972,621,7323,6,1,11
1241,2008,32,NA,4378,107,8649,7,0,14
1242,2008,33,NA,7229,0,16106,12,0,26
1243,2008,34,NA,2552,0,6509,4,0,10
1244,2008,35,NA,1901,0,4869,3,0,8
1245,2008,36,NA,2512,492,4532,4,1,7
1246,2008,37,NA,2429,561,4297,4,1,7
1247,2008,38,NA,3679,1481,5877,6,2,10
1248,2008,39,NA,2195,506,3884,4,1,7
1249,2008,40,NA,7869,4535,11203,13,8,18
1250,2008,41,NA,9925,5637,14213,16,9,23
1251,2008,42,NA,9087,5572,12602,15,9,21
1252,2008,43,NA,9345,5541,13149,15,9,21
1253,2008,44,NA,9772,5661,13883,16,9,23
1254,2008,45,NA,12472,7082,17862,20,11,29
1255,2008,46,NA,10899,5461,16337,18,9,27
1256,2008,47,NA,18706,10838,26574,30,17,43
1257,2008,48,NA,25604,18563,32645,42,31,53
1258,2008,49,NA,34950,27527,42373,57,45,69
1259,2008,50,NA,51746,43319,60173,84,70,98
1260,2008,51,NA,112588,96656,128520,184,158,210
1261,2008,52,NA,198418,115769,281067,323,188,458
1262,2009,1,NA,200349,180878,219820,319,288,350
1263,2009,2,NA,287145,262869,311421,457,418,496
1264,2009,3,NA,520957,487271,554643,829,775,883
1265,2009,4,NA,545313,512892,577734,868,816,920
1266,2009,5,NA,401868,375032,428704,640,597,683
1267,2009,6,NA,276274,252759,299789,440,403,477
1268,2009,7,NA,141531,125101,157961,225,199,251
1269,2009,8,NA,109100,94840,123360,174,151,197
1270,2009,9,NA,70558,57400,83716,112,91,133
1271,2009,10,NA,53395,41943,64847,85,67,103
1272,2009,11,NA,40410,30705,50115,64,49,79
1273,2009,12,NA,38811,29935,47687,62,48,76
1274,2009,13,NA,27737,20781,34693,44,33,55
1275,2009,14,NA,26324,19150,33498,42,31,53
1276,2009,15,NA,17533,12137,22929,28,19,37
1277,2009,16,NA,14666,9218,20114,23,14,32
1278,2009,17,NA,9537,5267,13807,15,8,22
1279,2009,18,NA,9627,5121,14133,15,8,22
1280,2009,19,NA,7538,4299,10777,12,7,17
1281,2009,20,NA,9482,5804,13160,15,9,21
1282,2009,21,NA,7118,3704,10532,11,6,16
1283,2009,22,NA,6390,3020,9760,10,5,15
1284,2009,23,NA,4342,1975,6709,7,3,11
1285,2009,24,NA,7794,3409,12179,12,5,19
1286,2009,25,NA,7619,4026,11212,12,6,18
1287,2009,26,NA,9932,5257,14607,16,9,23
1288,2009,27,NA,10354,2760,17948,16,4,28
1289,2009,28,NA,15516,273,30759,25,1,49
1290,2009,29,NA,10704,5314,16094,17,8,26
1291,2009,30,NA,13868,7861,19875,22,12,32
1292,2009,31,NA,30255,9818,50692,48,15,81
1293,2009,32,NA,23151,14624,31678,37,23,51
1294,2009,33,NA,24435,16308,32562,39,26,52
1295,2009,34,NA,24985,17699,32271,40,28,52
1296,2009,35,NA,31660,23669,39651,50,37,63
1297,2009,36,NA,46024,36435,55613,73,58,88
1298,2009,37,NA,101332,87522,115142,161,139,183
1299,2009,38,NA,137924,121242,154606,220,193,247
1300,2009,39,NA,121267,106153,136381,193,169,217
1301,2009,40,NA,111587,97628,125546,178,156,200
1302,2009,41,NA,100802,86381,115223,160,137,183
1303,2009,42,NA,99387,84491,114283,158,134,182
1304,2009,43,NA,131408,114883,147933,209,183,235
1305,2009,44,NA,170231,151298,189164,271,241,301
1306,2009,45,NA,147046,131155,162937,234,209,259
1307,2009,46,NA,223847,203918,243776,356,324,388
1308,2009,47,NA,378924,355752,402096,603,566,640
1309,2009,48,NA,467551,441506,493596,744,703,785
1310,2009,49,NA,473718,447756,499680,754,713,795
1311,2009,50,NA,379424,355974,402874,604,567,641
1312,2009,51,NA,247809,229140,266478,395,365,425
1313,2009,52,NA,172872,153238,192506,275,244,306
1314,2009,53,NA,96141,81818,110464,153,130,176
1315,2010,1,NA,66574,56164,76984,106,89,123
1316,2010,2,NA,40691,32891,48491,65,53,77
1317,2010,3,NA,36236,27936,44536,58,45,71
1318,2010,4,NA,33817,26151,41483,54,42,66
1319,2010,5,NA,22197,17019,27375,35,27,43
1320,2010,6,NA,27858,18883,36833,44,30,58
1321,2010,7,NA,19690,11728,27652,31,18,44
1322,2010,8,NA,15433,10422,20444,25,17,33
1323,2010,9,NA,12081,7334,16828,19,11,27
1324,2010,10,NA,8844,5465,12223,14,9,19
1325,2010,11,NA,8692,5002,12382,14,8,20
1326,2010,12,NA,6727,3582,9872,11,6,16
1327,2010,13,NA,6705,3665,9745,11,6,16
1328,2010,14,NA,6188,3191,9185,10,5,15
1329,2010,15,NA,3990,1376,6604,6,2,10
1330,2010,16,NA,3471,1085,5857,6,2,10
1331,2010,17,NA,2216,817,3615,4,2,6
1332,2010,18,NA,4095,1639,6551,7,3,11
1333,2010,19,NA,2273,636,3910,4,1,7
1334,2010,20,NA,2470,442,4498,4,1,7
1335,2010,21,NA,3860,1636,6084,6,2,10
1336,2010,22,NA,6251,3664,8838,10,6,14
1337,2010,23,NA,4016,1905,6127,6,3,9
1338,2010,24,NA,3584,1657,5511,6,3,9
1339,2010,25,NA,8019,4395,11643,13,7,19
1340,2010,26,NA,5808,2454,9162,9,4,14
1341,2010,27,NA,2494,433,4555,4,1,7
1342,2010,28,NA,1209,0,2640,2,0,4
1343,2010,29,NA,4123,1531,6715,7,3,11
1344,2010,30,NA,3989,1068,6910,6,1,11
1345,2010,31,NA,2732,509,4955,4,0,8
1346,2010,32,NA,671,0,1522,1,0,2
1347,2010,33,NA,2950,0,6507,5,0,11
1348,2010,34,NA,4926,566,9286,8,1,15
1349,2010,35,NA,4279,1604,6954,7,3,11
1350,2010,36,NA,4954,2058,7850,8,3,13
1351,2010,37,NA,5318,2551,8085,8,4,12
1352,2010,38,NA,8936,4906,12966,14,8,20
1353,2010,39,NA,11978,7913,16043,19,13,25
1354,2010,40,NA,18331,12824,23838,29,20,38
1355,2010,41,NA,17352,12182,22522,28,20,36
1356,2010,42,NA,18709,13376,24042,30,22,38
1357,2010,43,NA,16002,11001,21003,25,17,33
1358,2010,44,NA,15833,10255,21411,25,16,34
1359,2010,45,NA,9040,5772,12308,14,9,19
1360,2010,46,NA,15465,10915,20015,25,18,32
1361,2010,47,NA,26598,20123,33073,42,32,52
1362,2010,48,NA,36982,29304,44660,59,47,71
1363,2010,49,NA,54971,46418,63524,88,74,102
1364,2010,50,NA,104874,91639,118109,167,146,188
1365,2010,51,NA,158957,142576,175338,253,227,279
1366,2010,52,NA,228105,208046,248164,363,331,395
1367,2011,1,NA,309933,288190,331676,490,456,524
1368,2011,2,NA,308949,288320,329578,489,456,522
1369,2011,3,NA,275882,257313,294451,437,408,466
1370,2011,4,NA,278218,259626,296810,440,411,469
1371,2011,5,NA,278192,260235,296149,440,412,468
1372,2011,6,NA,216579,200236,232922,343,317,369
1373,2011,7,NA,149219,134798,163640,236,213,259
1374,2011,8,NA,78392,67885,88899,124,107,141
1375,2011,9,NA,54522,46057,62987,86,73,99
1376,2011,10,NA,33628,26073,41183,53,41,65
1377,2011,11,NA,14619,10009,19229,23,16,30
1378,2011,12,NA,12491,7845,17137,20,13,27
1379,2011,13,NA,8749,5213,12285,14,8,20
1380,2011,14,NA,7352,3784,10920,12,6,18
1381,2011,15,NA,6557,3038,10076,10,4,16
1382,2011,16,NA,5061,1988,8134,8,3,13
1383,2011,17,NA,2659,310,5008,4,0,8
1384,2011,18,NA,5306,1815,8797,8,2,14
1385,2011,19,NA,5416,1995,8837,9,4,14
1386,2011,20,NA,3951,1443,6459,6,2,10
1387,2011,21,NA,2694,769,4619,4,1,7
1388,2011,22,NA,3122,1125,5119,5,2,8
1389,2011,23,NA,3406,1170,5642,5,1,9
1390,2011,24,NA,3507,1149,5865,6,2,10
1391,2011,25,NA,3791,1006,6576,6,2,10
1392,2011,26,NA,1155,0,2685,2,0,4
1393,2011,27,NA,3524,551,6497,6,1,11
1394,2011,28,NA,1977,255,3699,3,0,6
1395,2011,29,NA,2265,717,3813,4,2,6
1396,2011,30,NA,3972,1395,6549,6,2,10
1397,2011,31,NA,2409,320,4498,4,1,7
1398,2011,32,NA,2590,119,5061,4,0,8
1399,2011,33,NA,2421,0,5277,4,0,9
1400,2011,34,NA,3312,683,5941,5,1,9
1401,2011,35,NA,4178,1634,6722,7,3,11
1402,2011,36,NA,4606,1714,7498,7,2,12
1403,2011,37,NA,8365,4174,12556,13,6,20
1404,2011,38,NA,14007,8465,19549,22,13,31
1405,2011,39,NA,17021,11062,22980,27,18,36
1406,2011,40,NA,14053,8659,19447,22,13,31
1407,2011,41,NA,7486,4024,10948,12,7,17
