time_index,year,week,day,inc,inc_low,inc_up,inc100,inc100_low,inc100_up
1408,2011,42,NA,16932,11363,22501,27,18,36
1409,2011,43,NA,21522,14251,28793,34,22,46
1410,2011,44,NA,14050,8471,19629,22,13,31
1411,2011,45,NA,18104,11995,24213,29,19,39
1412,2011,46,NA,22368,15730,29006,35,24,46
1413,2011,47,NA,17627,11780,23474,28,19,37
1414,2011,48,NA,32358,24451,40265,51,38,64
1415,2011,49,NA,27209,20376,34042,43,32,54
1416,2011,50,NA,24155,18145,30165,38,28,48
1417,2011,51,NA,25835,19002,32668,41,30,52
1418,2011,52,NA,36532,28367,44697,58,45,71
1419,2012,1,NA,45104,35640,54568,71,56,86
1420,2012,2,NA,40507,32652,48362,64,52,76
1421,2012,3,NA,49440,40981,57899,78,65,91
1422,2012,4,NA,67778,56784,78772,107,90,124
1423,2012,5,NA,106110,92524,119696,167,146,188
1424,2012,6,NA,175123,158942,191304,276,251,301
1425,2012,7,NA,263557,242711,284403,415,382,448
1426,2012,8,NA,287293,264901,309685,452,417,487
1427,2012,9,NA,225648,206810,244486,355,325,385
1428,2012,10,NA,174704,157337,192071,275,248,302
1429,2012,11,NA,128945,113778,144112,203,179,227
1430,2012,12,NA,84738,71566,97910,133,112,154
1431,2012,13,NA,62917,50171,75663,99,79,119
1432,2012,14,NA,36740,27799,45681,58,44,72
1433,2012,15,NA,20437,13435,27439,32,21,43
1434,2012,16,NA,11455,6874,16036,18,11,25
1435,2012,17,NA,6982,2701,11263,11,4,18
1436,2012,18,NA,2328,569,4087,4,1,7
1437,2012,19,NA,3267,1317,5217,5,2,8
1438,2012,20,NA,2731,897,4565,4,1,7
1439,2012,21,NA,3722,821,6623,6,1,11
1440,2012,22,NA,5772,2435,9109,9,4,14
1441,2012,23,NA,2361,576,4146,4,1,7
1442,2012,24,NA,5977,2335,9619,9,3,15
1443,2012,25,NA,2669,530,4808,4,1,7
1444,2012,26,NA,4819,1097,8541,8,2,14
1445,2012,27,NA,4162,1487,6837,7,3,11
1446,2012,28,NA,4628,1091,8165,7,1,13
1447,2012,29,NA,6329,1424,11234,10,2,18
1448,2012,30,NA,1834,0,4194,3,0,7
1449,2012,31,NA,2696,0,5763,4,0,9
1450,2012,32,NA,6381,0,14034,10,0,22
1451,2012,33,NA,6492,840,12144,10,1,19
1452,2012,34,NA,3858,0,8641,6,0,14
1453,2012,35,NA,8277,2206,14348,13,3,23
1454,2012,36,NA,6384,2420,10348,10,4,16
1455,2012,37,NA,7775,3509,12041,12,5,19
1456,2012,38,NA,14715,9178,20252,23,14,32
1457,2012,39,NA,20257,14180,26334,32,22,42
1458,2012,40,NA,17873,11545,24201,28,18,38
1459,2012,41,NA,18675,12010,25340,29,19,39
1460,2012,42,NA,13096,8369,17823,21,14,28
1461,2012,43,NA,17791,11284,24298,28,18,38
1462,2012,44,NA,13106,8784,17428,21,14,28
1463,2012,45,NA,18893,12799,24987,30,20,40
1464,2012,46,NA,26436,18286,34586,42,29,55
1465,2012,47,NA,39223,29140,49306,62,46,78
1466,2012,48,NA,43006,32863,53149,68,52,84
1467,2012,49,NA,47537,38711,56363,75,61,89
1468,2012,50,NA,79918,68086,91750,126,107,145
1469,2012,51,NA,113901,99835,127967,179,157,201
1470,2012,52,NA,159290,141978,176602,251,224,278
1471,2013,1,NA,163491,147340,179642,256,231,281
1472,2013,2,NA,184159,168343,199975,288,263,313
1473,2013,3,NA,224661,207134,242188,352,325,379
1474,2013,4,NA,391525,367182,415868,613,575,651
1475,2013,5,NA,492026,464729,519323,770,727,813
1476,2013,6,NA,471647,445112,498182,738,696,780
1477,2013,7,NA,470076,443682,496470,736,695,777
1478,2013,8,NA,351626,327537,375715,550,512,588
1479,2013,9,NA,259984,239067,280901,407,374,440
1480,2013,10,NA,165558,148471,182645,259,232,286
1481,2013,11,NA,84308,72456,96160,132,113,151
1482,2013,12,NA,60822,50414,71230,95,79,111
1483,2013,13,NA,43236,34048,52424,68,54,82
1484,2013,14,NA,36855,27737,45973,58,44,72
1485,2013,15,NA,19357,13311,25403,30,21,39
1486,2013,16,NA,9520,4758,14282,15,8,22
1487,2013,17,NA,7941,2950,12932,12,4,20
1488,2013,18,NA,3415,757,6073,5,1,9
1489,2013,19,NA,1166,0,2680,2,0,4
1490,2013,20,NA,3831,1245,6417,6,2,10
1491,2013,21,NA,5974,2401,9547,9,3,15
1492,2013,22,NA,7245,2923,11567,11,4,18
1493,2013,23,NA,16094,8918,23270,25,14,36
1494,2013,24,NA,7245,2997,11493,11,4,18
1495,2013,25,NA,2735,0,5826,4,0,9
1496,2013,26,NA,3488,839,6137,5,1,9
1497,2013,27,NA,4278,1327,7229,7,2,12
1498,2013,28,NA,983,0,2168,2,0,4
1499,2013,29,NA,1696,0,3558,3,0,6
1500,2013,30,NA,2169,0,4630,3,0,7
1501,2013,31,NA,2270,0,5811,4,0,10
1502,2013,32,NA,4709,549,8869,7,0,14
1503,2013,33,NA,4740,348,9132,7,0,14
1504,2013,34,NA,1889,0,4912,3,0,8
1505,2013,35,NA,1291,0,3112,2,0,5
1506,2013,36,NA,4639,1425,7853,7,2,12
1507,2013,37,NA,5027,1752,8302,8,3,13
1508,2013,38,NA,9324,4198,14450,15,7,23
1509,2013,39,NA,5371,1704,9038,8,2,14
1510,2013,40,NA,9794,5140,14448,15,8,22
1511,2013,41,NA,12391,7265,17517,19,11,27
1512,2013,42,NA,14830,9545,20115,23,15,31
1513,2013,43,NA,15780,9497,22063,25,15,35
1514,2013,44,NA,10193,5622,14764,16,9,23
1515,2013,45,NA,10596,6057,15135,17,10,24
1516,2013,46,NA,13340,8367,18313,21,13,29
1517,2013,47,NA,22636,16343,28929,35,25,45
1518,2013,48,NA,17606,12195,23017,28,20,36
1519,2013,49,NA,18071,13058,23084,28,20,36
1520,2013,50,NA,24055,18214,29896,38,29,47
1521,2013,51,NA,29787,23215,36359,47,37,57
1522,2013,52,NA,30142,22721,37563,47,35,59
1523,2014,1,NA,35624,27451,43797,55,42,68
1524,2014,2,NA,46850,38202,55498,73,60,86
1525,2014,3,NA,64159,54089,74229,100,84,116
1526,2014,4,NA,85280,74414,96146,133,116,150
1527,2014,5,NA,120261,107176,133346,187,167,207
1528,2014,6,NA,160403,145280,175526,250,226,274
1529,2014,7,NA,208726,191283,226169,325,298,352
1530,2014,8,NA,188419,171950,204888,293,267,319
1531,2014,9,NA,147035,131889,162181,229,205,253
1532,2014,10,NA,86105,73497,98713,134,114,154
1533,2014,11,NA,44513,35939,53087,69,56,82
1534,2014,12,NA,23524,17260,29788,37,27,47
1535,2014,13,NA,21577,15435,27719,34,24,44
1536,2014,14,NA,19217,13490,24944,30,21,39
1537,2014,15,NA,10800,6762,14838,17,11,23
1538,2014,16,NA,7057,3381,10733,11,5,17
1539,2014,17,NA,2989,625,5353,5,1,9
1540,2014,18,NA,4708,1654,7762,7,2,12
1541,2014,19,NA,3588,1277,5899,6,2,10
1542,2014,20,NA,5881,2432,9330,9,4,14
1543,2014,21,NA,4523,1039,8007,7,2,12
1544,2014,22,NA,6907,1856,11958,11,3,19
1545,2014,23,NA,5164,1853,8475,8,3,13
1546,2014,24,NA,2007,249,3765,3,0,6
1547,2014,25,NA,4564,1276,7852,7,2,12
1548,2014,26,NA,3858,1235,6481,6,2,10
1549,2014,27,NA,4823,1997,7649,8,4,12
1550,2014,28,NA,4145,1200,7090,6,1,11
1551,2014,29,NA,5122,1258,8986,8,2,14
1552,2014,30,NA,4631,902,8360,7,1,13
1553,2014,31,NA,4143,349,7937,6,0,12
1554,2014,32,NA,3229,447,6011,5,1,9
1555,2014,33,NA,2358,0,4875,4,0,8
1556,2014,34,NA,2367,250,4484,4,1,7
1557,2014,35,NA,2268,355,4181,4,1,7
1558,2014,36,NA,5018,1949,8087,8,3,13
1559,2014,37,NA,7714,3780,11648,12,6,18
1560,2014,38,NA,10567,6496,14638,16,10,22
1561,2014,39,NA,8583,5054,12112,13,8,18
1562,2014,40,NA,16526,11583,21469,26,18,34
1563,2014,41,NA,22486,16295,28677,35,25,45
1564,2014,42,NA,21651,15828,27474,34,25,43
1565,2014,43,NA,16011,10653,21369,25,17,33
1566,2014,44,NA,15500,10464,20536,24,16,32
1567,2014,45,NA,16172,11449,20895,25,18,32
1568,2014,46,NA,14764,10174,19354,23,16,30
1569,2014,47,NA,18158,13186,23130,28,20,36
1570,2014,48,NA,28156,21896,34416,44,34,54
1571,2014,49,NA,33537,27281,39793,52,42,62
1572,2014,50,NA,42182,35049,49315,66,55,77
1573,2014,51,NA,45346,38002,52690,71,60,82
1574,2014,52,NA,63168,52705,73631,98,82,114
1575,2015,1,NA,70962,60505,81419,110,94,126
1576,2015,2,NA,104096,93358,114834,161,144,178
1577,2015,3,NA,153931,141290,166572,239,219,259
1578,2015,4,NA,292161,275491,308831,453,427,479
1579,2015,5,NA,457911,436964,478858,710,678,742
1580,2015,6,NA,533317,510627,556007,827,792,862
1581,2015,7,NA,517750,494301,541199,802,766,838
1582,2015,8,NA,409972,388670,431274,635,602,668
1583,2015,9,NA,238947,222902,254992,370,345,395
1584,2015,10,NA,143931,131682,156180,223,204,242
1585,2015,11,NA,99295,88838,109752,154,138,170
1586,2015,12,NA,70024,61079,78969,109,95,123
1587,2015,13,NA,49563,41986,57140,77,65,89
1588,2015,14,NA,30940,24617,37263,48,38,58
1589,2015,15,NA,19458,14192,24724,30,22,38
1590,2015,16,NA,12098,7913,16283,19,13,25
1591,2015,17,NA,6382,3523,9241,10,6,14
1592,2015,18,NA,3664,1544,5784,6,3,9
1593,2015,19,NA,6307,3256,9358,10,5,15
1594,2015,20,NA,4594,2040,7148,7,3,11
1595,2015,21,NA,5547,2875,8219,9,5,13
1596,2015,22,NA,4262,1989,6535,7,3,11
1597,2015,23,NA,2702,857,4547,4,1,7
1598,2015,24,NA,2849,1000,4698,4,1,7
1599,2015,25,NA,2607,680,4534,4,1,7
1600,2015,26,NA,2536,774,4298,4,1,7
1601,2015,27,NA,2257,393,4121,3,0,6
1602,2015,28,NA,2089,105,4073,3,0,6
1603,2015,29,NA,2389,332,4446,4,1,7
1604,2015,30,NA,2447,353,4541,4,1,7
1605,2015,31,NA,2845,475,5215,4,0,8
1606,2015,32,NA,1594,66,3122,2,0,4
1607,2015,33,NA,1537,208,2866,2,0,4
1608,2015,34,NA,760,0,1618,1,0,2
1609,2015,35,NA,229,0,644,0,0,1
1610,2015,36,NA,1922,440,3404,3,1,5
1611,2015,37,NA,8817,4089,13545,14,7,21
1612,2015,38,NA,8402,4929,11875,13,8,18
1613,2015,39,NA,8595,5671,11519,13,8,18
1614,2015,40,NA,13100,9349,16851,20,14,26
1615,2015,41,NA,13585,9830,17340,21,15,27
1616,2015,42,NA,18675,13613,23737,29,21,37
1617,2015,43,NA,16749,11745,21753,26,18,34
1618,2015,44,NA,14596,10025,19167,23,16,30
1619,2015,45,NA,13577,9192,17962,21,14,28
1620,2015,46,NA,12599,8237,16961,20,13,27
1621,2015,47,NA,14959,10856,19062,23,17,29
1622,2015,48,NA,16428,12273,20583,25,19,31
1623,2015,49,NA,21479,16686,26272,33,26,40
1624,2015,50,NA,25043,19812,30274,39,31,47
1625,2015,51,NA,29080,23014,35146,45,36,54
1626,2015,52,NA,19495,14319,24671,30,22,38
1627,2015,53,NA,24835,19106,30564,38,29,47
1628,2016,1,NA,42263,35556,48970,65,55,75
1629,2016,2,NA,44617,37821,51413,68,58,78
1630,2016,3,NA,75277,66630,83924,116,103,129
1631,2016,4,NA,148473,136591,160355,228,210,246
1632,2016,5,NA,178963,166296,191630,275,256,294
1633,2016,6,NA,196143,182672,209614,301,280,322
1634,2016,7,NA,207359,193223,221495,318,296,340
1635,2016,8,NA,195067,180874,209260,299,277,321
1636,2016,9,NA,229943,214533,245353,353,329,377
1637,2016,10,NA,261822,245799,277845,402,377,427
1638,2016,11,NA,304543,286453,322633,467,439,495
1639,2016,12,NA,272174,254338,290010,418,391,445
1640,2016,13,NA,170654,156387,184921,262,240,284
1641,2016,14,NA,92603,81261,103945,142,125,159
1642,2016,15,NA,48441,39824,57058,74,61,87
1643,2016,16,NA,25670,19632,31708,39,30,48
1644,2016,17,NA,13385,8822,17948,21,14,28
1645,2016,18,NA,8204,4394,12014,13,7,19
1646,2016,19,NA,4738,2308,7168,7,3,11
1647,2016,20,NA,3908,1679,6137,6,3,9
1648,2016,21,NA,5603,2475,8731,9,4,14
1649,2016,22,NA,5667,3015,8319,9,5,13
1650,2016,23,NA,4893,2416,7370,8,4,12
1651,2016,24,NA,4977,2404,7550,8,4,12
1652,2016,25,NA,4611,1560,7662,7,2,12
1653,2016,26,NA,4186,1636,6736,6,2,10
1654,2016,27,NA,5905,2343,9467,9,4,14
1655,2016,28,NA,2725,357,5093,4,0,8
1656,2016,29,NA,1469,0,3073,2,0,4
1657,2016,30,NA,3209,644,5774,5,1,9
1658,2016,31,NA,3691,0,9120,6,0,14
1659,2016,32,NA,2100,93,4107,3,0,6
1660,2016,33,NA,1567,0,3938,2,0,6
1661,2016,34,NA,2233,0,4643,3,0,7
1662,2016,35,NA,3420,1350,5490,5,2,8
1663,2016,36,NA,2372,473,4271,4,1,7
1664,2016,37,NA,4065,1538,6592,6,2,10
1665,2016,38,NA,5969,3073,8865,9,5,13
1666,2016,39,NA,10598,6814,14382,16,10,22
1667,2016,40,NA,13379,8969,17789,21,14,28
1668,2016,41,NA,13909,9709,18109,21,15,27
1669,2016,42,NA,12920,9044,16796,20,14,26
1670,2016,43,NA,9378,5830,12926,14,9,19
1671,2016,44,NA,15145,10357,19933,23,16,30
1672,2016,45,NA,15957,11448,20466,24,17,31
1673,2016,46,NA,20816,16125,25507,32,25,39
1674,2016,47,NA,22270,17612,26928,34,27,41
1675,2016,48,NA,40502,33949,47055,62,52,72
1676,2016,49,NA,76390,67374,85406,117,103,131
1677,2016,50,NA,126570,115081,138059,194,176,212
1678,2016,51,NA,187704,172655,202753,288,265,311
1679,2016,52,NA,224489,207799,241179,345,319,371
1680,2017,1,NA,255535,239743,271327,392,368,416
1681,2017,2,NA,260588,245070,276106,400,376,424
1682,2017,3,NA,267276,251345,283207,410,386,434
1683,2017,4,NA,256428,240618,272238,394,370,418
1684,2017,5,NA,193677,179255,208099,297,275,319
1685,2017,6,NA,93628,82560,104696,144,127,161
1686,2017,7,NA,59590,49764,69416,91,76,106
1687,2017,8,NA,29545,23136,35954,45,35,55
1688,2017,9,NA,13111,9099,17123,20,14,26
1689,2017,10,NA,11802,7964,15640,18,12,24
1690,2017,11,NA,7814,4329,11299,12,7,17
1691,2017,12,NA,8780,4834,12726,13,7,19
1692,2017,13,NA,7594,3808,11380,12,6,18
1693,2017,14,NA,1110,0,2549,2,0,4
1694,2017,15,NA,479,0,1242,1,0,2
1695,2017,16,NA,1380,222,2538,2,0,4
1696,2017,17,NA,2071,428,3714,3,0,6
1697,2017,18,NA,2102,515,3689,3,1,5
1698,2017,19,NA,3461,1490,5432,5,2,8
1699,2017,20,NA,2686,793,4579,4,1,7
1700,2017,21,NA,971,0,2046,1,0,3
1701,2017,22,NA,1305,92,2518,2,0,4
1702,2017,23,NA,1664,203,3125,3,1,5
1703,2017,24,NA,1566,248,2884,2,0,4
1704,2017,25,NA,837,0,1721,1,0,2
1705,2017,26,NA,3171,1166,5176,5,2,8
1706,2017,27,NA,3924,1432,6416,6,2,10
1707,2017,28,NA,5271,2576,7966,8,4,12
1708,2017,29,NA,5014,1989,8039,8,3,13
1709,2017,30,NA,3759,1299,6219,6,2,10
1710,2017,31,NA,3256,1158,5354,5,2,8
1711,2017,32,NA,2667,879,4455,4,1,7
1712,2017,33,NA,2406,766,4046,4,1,7
1713,2017,34,NA,2497,879,4115,4,2,6
1714,2017,35,NA,2794,850,4738,4,1,7
1715,2017,36,NA,2815,917,4713,4,1,7
1716,2017,37,NA,9716,6364,13068,15,10,20
1717,2017,38,NA,11463,7438,15488,18,12,24
1718,2017,39,NA,14949,10534,19364,23,16,30
1719,2017,40,NA,12725,8690,16760,20,14,26
1720,2017,41,NA,12434,8718,16150,19,13,25
1721,2017,42,NA,9966,6503,13429,15,10,20
1722,2017,43,NA,7300,4402,10198,11,7,15
1723,2017,44,NA,8544,5318,11770,13,8,18
1724,2017,45,NA,14035,8091,19979,22,13,31
1725,2017,46,NA,13398,9948,16848,21,16,26
1726,2017,47,NA,24972,19923,30021,38,30,46
1727,2017,48,NA,37568,31541,43595,58,49,67
1728,2017,49,NA,63789,56120,71458,98,86,110
1729,2017,50,NA,129535,118787,140283,199,183,215
1730,2017,51,NA,229448,214366,244530,352,329,375
1731,2017,52,NA,299114,279359,318869,459,429,489
1732,2018,1,NA,235493,220941,250045,358,336,380
1733,2018,2,NA,198079,185663,210495,302,283,321
1734,2018,3,NA,178329,166640,190018,271,253,289
1735,2018,4,NA,175483,163835,187131,267,249,285
1736,2018,5,NA,157839,146646,169032,240,223,257
1737,2018,6,NA,138810,128164,149456,211,195,227
1738,2018,7,NA,141138,130177,152099,215,198,232
1739,2018,8,NA,131870,120950,142790,201,184,218
1740,2018,9,NA,108545,98645,118445,165,150,180
1741,2018,10,NA,93512,83989,103035,142,128,156
1742,2018,11,NA,65159,56506,73812,99,86,112
1743,2018,12,NA,52040,44590,59490,79,68,90
1744,2018,13,NA,32680,25536,39824,50,39,61
1745,2018,14,NA,22666,18092,27240,35,28,42
1746,2018,15,NA,16311,12168,20454,25,19,31
1747,2018,16,NA,4818,2724,6912,7,4,10
1748,2018,17,NA,2573,1003,4143,4,2,6
1749,2018,18,NA,3541,1416,5666,5,2,8
1750,2018,19,NA,1025,0,2098,2,0,4
1751,2018,20,NA,2694,967,4421,4,1,7
1752,2018,21,NA,2537,763,4311,4,1,7
1753,2018,22,NA,3202,1330,5074,5,2,8
1754,2018,23,NA,1207,136,2278,2,0,4
1755,2018,24,NA,3223,1351,5095,5,2,8
1756,2018,25,NA,4580,2220,6940,7,3,11
1757,2018,26,NA,3758,1493,6023,6,3,9
1758,2018,27,NA,3266,1145,5387,5,2,8
1759,2018,28,NA,1654,52,3256,3,1,5
1760,2018,29,NA,1951,252,3650,3,0,6
1761,2018,30,NA,1951,202,3700,3,0,6
1762,2018,31,NA,2048,242,3854,3,0,6
1763,2018,32,NA,1839,183,3495,3,0,6
1764,2018,33,NA,1962,5,3919,3,0,6
1765,2018,34,NA,1368,116,2620,2,0,4
1766,2018,35,NA,1506,239,2773,2,0,4
1767,2018,36,NA,3215,1349,5081,5,2,8
1768,2018,37,NA,4915,2386,7444,7,3,11
1769,2018,38,NA,7349,4399,10299,11,7,15
1770,2018,39,NA,7174,4235,10113,11,7,15
1771,2018,40,NA,7409,4717,10101,11,7,15
1772,2018,41,NA,8048,5098,10998,12,8,16
1773,2018,42,NA,7787,5129,10445,12,8,16
1774,2018,43,NA,6550,3988,9112,10,6,14
1775,2018,44,NA,6586,3875,9297,10,6,14
1776,2018,45,NA,11065,7791,14339,17,12,22
1777,2018,46,NA,11278,7957,14599,17,12,22
1778,2018,47,NA,15949,12105,19793,24,18,30
1779,2018,48,NA,19501,15275,23727,30,24,36
1780,2018,49,NA,19738,15481,23995,30,24,36
1781,2018,50,NA,27781,22638,32924,42,34,50
1782,2018,51,NA,39259,32977,45541,60,50,70
1783,2018,52,NA,37903,31375,44431,58,48,68
1784,2019,1,NA,50295,43525,57065,76,66,86
1785,2019,2,NA,75548,67632,83464,115,103,127
1786,2019,3,NA,147063,135890,158236,223,206,240
1787,2019,4,NA,241090,227261,254919,366,345,387
1788,2019,5,NA,355785,339295,372275,540,515,565
1789,2019,6,NA,394286,376782,411790,599,572,626
1790,2019,7,NA,307338,291220,323456,467,443,491
1791,2019,8,NA,172604,160024,185184,262,243,281
1792,2019,9,NA,88354,79564,97144,134,121,147
1793,2019,10,NA,49742,43268,56216,76,66,86
1794,2019,11,NA,31553,26556,36550,48,40,56
1795,2019,12,NA,22184,17786,26582,34,27,41
1796,2019,13,NA,16513,12530,20496,25,19,31
1797,2019,14,NA,12675,9167,16183,19,14,24
1798,2019,15,NA,5932,3669,8195,9,6,12
1799,2019,16,NA,3842,1973,5711,6,3,9
1800,2019,17,NA,3166,1348,4984,5,2,8
1801,2019,18,NA,1385,278,2492,2,0,4
1802,2019,19,NA,3221,1509,4933,5,2,8
1803,2019,20,NA,2891,1202,4580,4,1,7
1804,2019,21,NA,2585,1102,4068,4,2,6
1805,2019,22,NA,2181,602,3760,3,1,5
1806,2019,23,NA,2004,748,3260,3,1,5
1807,2019,24,NA,876,17,1735,1,0,2
1808,2019,25,NA,1544,389,2699,2,0,4
1809,2019,26,NA,1798,402,3194,3,1,5
1810,2019,27,NA,2466,848,4084,4,2,6
1811,2019,28,NA,1195,125,2265,2,0,4
1812,2019,29,NA,2096,420,3772,3,0,6
1813,2019,30,NA,1944,415,3473,3,1,5
1814,2019,31,NA,2337,695,3979,4,2,6
1815,2019,32,NA,1592,71,3113,2,0,4
1816,2019,33,NA,1593,68,3118,2,0,4
1817,2019,34,NA,1672,279,3065,3,1,5
1818,2019,35,NA,1010,2,2018,2,0,4
1819,2019,36,NA,2295,728,3862,3,1,5
1820,2019,37,NA,3172,1367,4977,5,2,8
1821,2019,38,NA,4897,2891,6903,7,4,10
1822,2019,39,NA,7091,4462,9720,11,7,15
1823,2019,40,NA,8505,5784,11226,13,9,17
1824,2019,41,NA,7122,4720,9524,11,7,15
1825,2019,42,NA,7747,5243,10251,12,8,16
1826,2019,43,NA,9487,6448,12526,14,9,19
1827,2019,44,NA,7822,5010,10634,12,8,16
1828,2019,45,NA,10138,7160,13116,15,10,20
1829,2019,46,NA,16030,12567,19493,24,19,29
1830,2019,47,NA,18669,14759,22579,28,22,34
1831,2019,48,NA,22367,18055,26679,34,27,41
1832,2019,49,NA,25662,21414,29910,39,33,45
1833,2019,50,NA,34223,29156,39290,52,44,60
1834,2019,51,NA,29786,25042,34530,45,38,52
1835,2019,52,NA,28135,23220,33050,43,36,50
1836,2020,1,NA,36850,31608,42092,56,48,64
1837,2020,2,NA,53614,47654,59574,81,72,90
1838,2020,3,NA,78413,71330,85496,119,108,130
1839,2020,4,NA,122331,113492,131170,186,173,199
1840,2020,5,NA,187957,177445,198469,285,269,301
1841,2020,6,NA,206669,195481,217857,314,297,331
1842,2020,7,NA,183610,172812,194408,279,263,295
1843,2020,8,NA,143753,133984,153522,218,203,233
1844,2020,9,NA,110696,102066,119326,168,155,181
1845,2020,10,NA,104977,96650,113304,159,146,172
1846,2020,11,NA,101704,93652,109756,154,142,166
1847,2020,12,NA,107283,98610,115956,163,150,176
1848,2020,13,NA,107742,99187,116297,164,151,177
1849,2020,14,NA,71666,64531,78801,109,98,120
1850,2020,15,NA,41049,35377,46721,62,53,71
1851,2020,16,NA,24165,19893,28437,37,31,43
1852,2020,17,NA,18082,14454,21710,27,21,33
1853,2020,18,NA,16398,12851,19945,25,20,30
1854,2020,19,NA,11679,8722,14636,18,14,22
1855,2020,20,NA,9315,6775,11855,14,10,18
1856,2020,21,NA,6114,4026,8202,9,6,12
1857,2020,22,NA,3580,1947,5213,5,3,7
1858,2020,23,NA,4168,2468,5868,6,3,9
1859,2020,24,NA,3058,1690,4426,5,3,7
1860,2020,25,NA,2853,1488,4218,4,2,6
1861,2020,26,NA,4039,2389,5689,6,3,9
1862,2020,27,NA,4066,2406,5726,6,3,9
1863,2020,28,NA,8340,5701,10979,13,9,17
1864,2020,29,NA,8687,5860,11514,13,9,17
1865,2020,30,NA,8179,5442,10916,12,8,16
1866,2020,31,NA,4351,2269,6433,7,4,10
1867,2020,32,NA,5918,3330,8506,9,5,13
1868,2020,33,NA,6106,3411,8801,9,5,13
1869,2020,34,NA,6084,3090,9078,9,4,14
1870,2020,35,NA,9918,6842,12994,15,10,20
1871,2020,36,NA,10390,7646,13134,16,12,20
1872,2020,37,NA,18485,14649,22321,28,22,34
1873,2020,38,NA,25562,21142,29982,39,32,46
1874,2020,39,NA,19810,15900,23720,30,24,36
1875,2020,40,NA,20443,16381,24505,31,25,37
1876,2020,41,NA,28216,23485,32947,43,36,50
1877,2020,42,NA,38430,31916,44944,58,48,68